Unnamed: 0,Name,POS,Age,HT,WT,College,Salary,TeamURL,Team,Division,Conference
,Alperen Sengun28,C,23,"6' 11""",243 lbs,--,"$33,944,954",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Reed Sheppard15,G,21,"6' 2""",185 lbs,Kentucky,"$10,603,560",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Jabari Smith Jr.10,F,22,"6' 11""",220 lbs,Auburn,"$12,350,392",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Jae'Sean Tate8,F,29,"6' 4""",230 lbs,Ohio State,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Amen Thompson1,G,22,"6' 7""",200 lbs,--,"$9,690,600",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Fred VanVleet5,G,31,"6' 0""",197 lbs,Wichita State,"$24,038,462",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Santi Aldama7,F,24,"7' 0""",215 lbs,Loyola Maryland,"$18,485,916",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Kentavious Caldwell-Pope3,G,32,"6' 5""",204 lbs,Georgia,"$21,621,500",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Brandon Clarke15,F,29,"6' 8""",215 lbs,Gonzaga,"$12,500,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Cedric Coward23,F,22,"6' 5""",206 lbs,Washington State,"$5,715,120",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Zach Edey14,C,23,"7' 3""",305 lbs,Purdue,"$6,045,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,PJ Hall16,C,23,"6' 8""",245 lbs,Clemson,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,GG Jackson45,F,20,"6' 9""",210 lbs,South Carolina,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Jaren Jackson Jr.8,F,26,"6' 10""",242 lbs,Michigan State,"$23,413,395",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Ty Jerome2,G,28,"6' 5""",195 lbs,Virginia,"$8,781,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,John Konchar46,G,29,"6' 5""",210 lbs,Purdue Fort Wayne,"$6,165,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Jock Landale31,C,30,"6' 11""",255 lbs,Saint Mary's,"$8,000,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Ja Morant12,G,26,"6' 2""",174 lbs,Murray State,"$39,446,090",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Scotty Pippen Jr.1,G,24,"6' 2""",170 lbs,Vanderbilt,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Olivier-Maxence Prosper18,F,23,"6' 7""",230 lbs,Marquette,"$3,007,080",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Javon Small10,G,22,"6' 1""",190 lbs,West Virginia,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Cam Spencer24,G,25,"6' 3""",205 lbs,UConn,"$2,537,989",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Jaylen Wells0,F,22,"6' 7""",206 lbs,Washington State,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Vince Williams Jr.5,G,25,"6' 4""",205 lbs,VCU,"$2,301,587",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies,Southwest,Western
,Trey Alexander23,G,22,"6' 5""",185 lbs,Creighton,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Jose Alvarado15,G,27,"6' 0""",179 lbs,Georgia Tech,"$4,500,000",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Saddiq Bey41,G,26,"6' 8""",215 lbs,Villanova,"$6,118,644",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Hunter Dickinson4,C,24,"7' 1""",255 lbs,Kansas,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Jeremiah Fears0,G,19,"6' 3""",190 lbs,Oklahoma,"$7,520,040",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Jordan Hawkins24,G,23,"6' 5""",190 lbs,UConn,"$4,741,320",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Herbert Jones2,F,27,"6' 7""",206 lbs,Alabama,"$13,937,574",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,DeAndre Jordan6,C,37,"6' 11""",265 lbs,Texas A&M,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Kevon Looney55,F,29,"6' 9""",222 lbs,UCLA,"$8,000,000",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Karlo Matkovic17,F,24,"6' 10""",231 lbs,--,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Bryce McGowens11,G,22,"6' 6""",190 lbs,Nebraska,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Yves Missi21,C,21,"6' 11""",235 lbs,Baylor,"$3,353,040",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Trey Murphy III25,F,25,"6' 8""",206 lbs,Virginia,"$25,000,000",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Dejounte Murray5,G,29,"6' 4""",180 lbs,Washington,"$30,801,103",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Micah Peavy14,G,24,"6' 7""",220 lbs,Georgetown,"$1,272,970",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Jordan Poole3,G,26,"6' 4""",194 lbs,Michigan,"$31,848,215",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Derik Queen22,C,20,"6' 9""",250 lbs,Maryland,"$5,157,960",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Zion Williamson1,F,25,"6' 6""",284 lbs,Duke,"$39,446,090",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans,Southwest,Western
,Harrison Barnes40,F,33,"6' 7""",225 lbs,North Carolina,"$19,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Bismack Biyombo18,C,33,"6' 8""",255 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Carter Bryant11,F,19,"6' 6""",220 lbs,Arizona,"$4,900,320",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Stephon Castle5,G,20,"6' 6""",215 lbs,UConn,"$9,560,520",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Julian Champagnie30,F,24,"6' 7""",217 lbs,St. John's,"$3,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,De'Aaron Fox4,G,27,"6' 3""",185 lbs,Kentucky,"$37,096,620",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Dylan Harper2,G,19,"6' 5""",215 lbs,Rutgers,"$12,370,320",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Harrison Ingram55,F,22,"6' 5""",230 lbs,North Carolina,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Keldon Johnson3,F,26,"6' 5""",220 lbs,Kentucky,"$17,500,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,David Jones Garcia25,F,23,"6' 4""",210 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Luke Kornet7,C,30,"7' 1""",250 lbs,Vanderbilt,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Jordan McLaughlin0,G,29,"6' 0""",185 lbs,USC,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Riley Minix27,F,25,"6' 7""",230 lbs,Morehead State,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Kelly Olynyk8,F,34,"7' 0""",240 lbs,Gonzaga,"$13,445,122",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Jeremy Sochan10,F,22,"6' 8""",230 lbs,Baylor,"$7,096,231",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Devin Vassell24,G,25,"6' 5""",200 lbs,Florida State,"$27,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Lindy Waters III43,F,28,"6' 5""",210 lbs,Oklahoma State,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
,Victor Wembanyama1,F,21,"7' 4""",235 lbs,--,"$13,376,880",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs,Southwest,Western
