Unnamed: 0,Name,POS,Age,HT,WT,College,Salary,TeamURL,Team
,Dennis Schroder17,PG,32,"6' 1""",175 lbs,--,"$14,104,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Isaiah Stevens24,G,24,"6' 0""",185 lbs,Colorado State,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Dalano Banton45,G,25,"6' 8""",203 lbs,Nebraska,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Max Christie00,G,22,"6' 5""",190 lbs,Michigan State,"$7,714,286",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Moussa Cisse45,C,23,"6' 11""",229 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Matthew Cleveland35,G,23,"6' 7""",210 lbs,Miami,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Anthony Davis3,PF,32,"6' 10""",253 lbs,Kentucky,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Dante Exum0,G,30,"6' 5""",214 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Cooper Flagg32,F,18,"6' 9""",205 lbs,Duke,"$14,386,320",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Daniel Gafford21,C,27,"6' 10""",265 lbs,Arkansas,"$14,386,320",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Jaden Hardy1,G,23,"6' 3""",198 lbs,--,"$6,000,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Kyrie Irving11,PG,33,"6' 2""",195 lbs,Duke,"$36,566,002",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Miles Kelly14,G,22,"6' 6""",190 lbs,Auburn,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Dereck Lively II2,C,21,"7' 1""",230 lbs,Duke,"$5,253,360",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Naji Marshall13,SF,27,"6' 6""",220 lbs,Xavier,"$9,000,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Caleb Martin16,SF,30,"6' 5""",205 lbs,Nevada,"$9,594,044",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Ryan Nembhard9,G,22,"6' 0""",180 lbs,Gonzaga,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Dwight Powell7,C,34,"6' 10""",240 lbs,Stanford,"$4,000,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Jeremiah Robinson-Earl23,F,24,"6' 8""",240 lbs,Villanova,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,D'Angelo Russell5,PG,29,"6' 3""",193 lbs,Ohio State,"$5,685,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Dennis Smith Jr.8,PG,27,"6' 3""",205 lbs,NC State,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Klay Thompson31,SG,35,"6' 5""",220 lbs,Washington State,"$16,666,667",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,P.J. Washington25,PF,27,"6' 6""",230 lbs,Kentucky,"$14,152,174",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Brandon Williams10,G,25,"6' 1""",190 lbs,Arizona,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks
,Steven Adams12,C,32,"6' 11""",265 lbs,Pittsburgh,"$14,130,434",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Clint Capela30,C,31,"6' 10""",256 lbs,--,"$6,700,000",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Isaiah Crawford,F,23,"6' 6""",220 lbs,Louisiana Tech,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,JD Davison,G,23,"6' 1""",195 lbs,Alabama,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Kevin Durant7,PF,37,"6' 11""",240 lbs,Texas,"$54,708,609",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Tari Eason17,F,24,"6' 8""",215 lbs,LSU,"$5,675,766",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Dorian Finney-Smith2,PF,32,"6' 7""",220 lbs,Florida,"$12,700,000",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Jeff Green32,PF,39,"6' 8""",235 lbs,Georgetown,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Kevon Harris00,G,28,"6' 5""",216 lbs,Stephen F. Austin,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Aaron Holiday0,G,29,"6' 0""",185 lbs,UCLA,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Cameron Matthews,F,23,"6' 7""",235 lbs,Mississippi State,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Josh Okogie20,SF,27,"6' 4""",213 lbs,Georgia Tech,"$7,750,000",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Alperen Sengun28,C,23,"6' 11""",243 lbs,--,"$33,944,954",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Reed Sheppard15,G,21,"6' 2""",185 lbs,Kentucky,"$10,603,560",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Jabari Smith Jr.10,PF,22,"6' 10""",220 lbs,Auburn,"$12,350,392",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Jae'Sean Tate8,SF,29,"6' 4""",230 lbs,Ohio State,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Amen Thompson1,F,22,"6' 7""",200 lbs,--,"$9,690,600",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Fred VanVleet5,PG,31,"6' 0""",197 lbs,Wichita State,"$24,038,462",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets
,Santi Aldama7,PF,24,"7' 0""",215 lbs,Loyola Maryland,"$18,485,916",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Tyler Burton4,F,25,"6' 7""",215 lbs,Villanova,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Kentavious Caldwell-Pope3,SG,32,"6' 5""",204 lbs,Georgia,"$21,621,500",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Brandon Clarke15,PF,29,"6' 8""",215 lbs,Gonzaga,"$12,500,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Cedric Coward23,F,22,"6' 6""",206 lbs,Washington State,"$5,715,120",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Zach Edey14,C,23,"7' 4""",305 lbs,Purdue,"$6,045,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,PJ Hall16,C,23,"6' 10""",245 lbs,Clemson,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,GG Jackson45,F,20,"6' 9""",210 lbs,South Carolina,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Jaren Jackson Jr.8,PF,26,"6' 10""",242 lbs,Michigan State,"$23,413,395",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Ty Jerome2,SG,28,"6' 5""",195 lbs,Virginia,"$8,781,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Braxton Key22,F,28,"6' 8""",225 lbs,Virginia,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,John Konchar46,SG,29,"6' 5""",210 lbs,Purdue Fort Wayne,"$6,165,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Jock Landale31,C,29,"6' 11""",255 lbs,Saint Mary's,"$8,000,000",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Lawson Lovering34,C,22,"7' 1""",233 lbs,Utah,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Ja Morant12,PG,26,"6' 2""",174 lbs,Murray State,"$39,446,090",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Scotty Pippen Jr.1,G,24,"6' 1""",170 lbs,Vanderbilt,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Olivier-Maxence Prosper18,F,23,"6' 7""",230 lbs,Marquette,"$3,007,080",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Javon Small10,G,22,"6' 3""",190 lbs,West Virginia,--,https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Cam Spencer24,G,25,"6' 4""",205 lbs,UConn,"$2,537,989",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Jaylen Wells0,F,22,"6' 8""",206 lbs,Washington State,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Vince Williams Jr.5,G,25,"6' 4""",205 lbs,VCU,"$2,301,587",https://www.espn.com/nba/team/roster/_/name/mem/memphis-grizzlies,memphis-grizzlies
,Trey Alexander23,G,22,"6' 4""",185 lbs,Creighton,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Jose Alvarado15,PG,27,"6' 0""",179 lbs,Georgia Tech,"$4,500,000",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Saddiq Bey41,SF,26,"6' 7""",215 lbs,Villanova,"$6,118,644",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Hunter Dickinson4,C,24,"7' 2""",265 lbs,Kansas,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Jeremiah Fears0,G,18,"6' 4""",182 lbs,Oklahoma,"$7,520,040",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Jordan Hawkins24,G,23,"6' 5""",190 lbs,UConn,"$4,741,320",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Herbert Jones2,SF,27,"6' 7""",206 lbs,Alabama,"$13,937,574",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Kevon Looney55,F,29,"6' 9""",222 lbs,UCLA,"$8,000,000",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Karlo Matkovic17,C,24,"6' 10""",231 lbs,--,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Bryce McGowens11,G,22,"6' 6""",190 lbs,Nebraska,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Yves Missi21,C,21,"6' 11""",235 lbs,Baylor,"$3,353,040",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Trey Murphy III25,SG,25,"6' 8""",206 lbs,Virginia,"$25,000,000",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Dejounte Murray5,SG,29,"6' 4""",180 lbs,Washington,"$30,801,103",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Micah Peavy14,G,24,"6' 8""",220 lbs,Georgetown,"$1,272,970",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Jordan Poole3,SG,26,"6' 4""",194 lbs,Michigan,"$31,848,215",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Derik Queen22,C,20,"6' 10""",246 lbs,Maryland,"$5,157,960",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Christian Shumate42,F,23,"6' 6""",213 lbs,McNeese,--,https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Jaden Springer9,G,23,"6' 4""",202 lbs,Tennessee,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Zion Williamson1,PF,25,"6' 6""",284 lbs,Duke,"$39,446,090",https://www.espn.com/nba/team/roster/_/name/no/new-orleans-pelicans,new-orleans-pelicans
,Harrison Barnes40,SF,33,"6' 8""",225 lbs,North Carolina,"$19,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Bismack Biyombo18,F,33,"6' 8""",255 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Carter Bryant11,F,19,"6' 8""",220 lbs,Arizona,"$4,900,320",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Stephon Castle5,G,20,"6' 6""",215 lbs,UConn,"$9,560,520",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Julian Champagnie30,F,24,"6' 7""",217 lbs,St. John's,"$3,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Adam Flagler14,G,25,"6' 3""",180 lbs,Baylor,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,De'Aaron Fox4,PG,27,"6' 3""",185 lbs,Kentucky,"$37,096,620",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Dylan Harper2,G,19,"6' 6""",215 lbs,Rutgers,"$12,370,320",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Harrison Ingram55,F,22,"6' 5""",230 lbs,North Carolina,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Keldon Johnson3,SF,26,"6' 5""",220 lbs,Kentucky,"$17,500,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,David Jones-Garcia25,F,23,"6' 6""",210 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Luke Kornet7,C,30,"7' 1""",250 lbs,Vanderbilt,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Jordan McLaughlin0,PG,29,"6' 0""",185 lbs,USC,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Riley Minix27,F,25,"6' 7""",230 lbs,Morehead State,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Kelly Olynyk8,PF,34,"6' 11""",240 lbs,Gonzaga,"$13,445,122",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Micah Potter33,C,27,"6' 9""",248 lbs,Wisconsin,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Jeremy Sochan10,F,22,"6' 8""",230 lbs,Baylor,"$7,096,231",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Stanley Umude17,G,26,"6' 6""",210 lbs,Arkansas,--,https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Devin Vassell24,SG,25,"6' 5""",205 lbs,Florida State,"$27,000,000",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Lindy Waters III43,F,28,"6' 6""",210 lbs,Oklahoma State,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
,Victor Wembanyama1,C,21,"7' 3""",235 lbs,--,"$13,376,880",https://www.espn.com/nba/team/roster/_/name/sa/san-antonio-spurs,san-antonio-spurs
